Macro-categoria,Sottocategoria,Domanda,Risposta
Servizi e Comfort,Ristorazione,È sicuro comprare cibo o bevande da sconosciuti durante il viaggio?,😔 Assolutamente no! Non devi mai accettare cibi o bevande da persone che hai conosciuto casualmente durante il viaggio. 😕 Potrebbero essere pericolosi per la tua salute personale. 😊 È sempre meglio acquistare cibo e bevande solo dai servizi autorizzati a bordo treno o portare le tue provviste da casa.
Servizi e Comfort,Ristorazione,Posso portare cibo e bevande dall'esterno nel FRECCIALounge?,"😔 No, non è consentito consumare cibo e bevande portate dall'esterno all'interno delle sale. 😊 Però c'è un ottimo servizio ristorazione dedicato! Ricorda che il consumo è previsto esclusivamente all'interno della sala e non puoi portare via i prodotti."
Servizi e Comfort,Ristorazione,Cosa include il servizio di ristorazione Executive?,"😄 In Executive ti aspetta un'esperienza da vero ristorante! 😊 Trovi piatti firmati dallo Chef Carlo Cracco con ingredienti locali e di stagione, vini DOC e DOCG, birre artigianali, cocktail e caffè Illy prestigioso. 🙂 Il tutto servito con stoviglie di porcellana, posate in acciaio e bicchieri in vetro, più un open bar con staff dedicato!"
Servizi e Comfort,Ristorazione,Cosa offre la classe Premium per la ristorazione?,🙂 In Premium hai a disposizione snack dolci e salati per rendere il viaggio più confortevole. 😊 È pensato per chi vuole qualche piccola coccola di gusto durante il tragitto!
Servizi e Comfort,Ristorazione,Il servizio di ristorazione è disponibile su tutte le tratte?,"🤔 Quasi su tutte! 😔 Purtroppo sulla tratta Roma/Fiumicino e Fiumicino/Roma non vengono erogati i servizi di ristorazione Executive, Business e Premium. 🙂 Su tutte le altre tratte dei Frecciarossa e Frecciargento puoi goderti il servizio completo!"
Servizi e Comfort,Ristorazione,Cos'è il FRECCIABistrò e quando è aperto?,"😄 Il FRECCIABistrò è il bar a centro treno, sempre aperto durante tutto il viaggio! 😊 È il posto perfetto per una pausa golosa. 🙂 Trovi menù pensati per ogni momento della giornata: snack, panini, pizza, tramezzini, primi piatti caldi e freddi, insalate, taglieri, bevande, vini, cocktail, birre e caffè espresso Illy!"
Servizi e Comfort,Ristorazione,Ci sono opzioni vegetariane e per celiaci al FRECCIABistrò?,"😊 Assolutamente sì! Al FRECCIABistrò trovi opzioni vegetariane e anche prodotti Gluten Free. 🙂 C'è una bella varietà per soddisfare diverse esigenze alimentari, dai primi piatti alle insalate e ai taglieri!"
Servizi e Comfort,Ristorazione,Che prodotti posso ordinare con EasyBistrò?,"🙂 Con EasyBistrò puoi scegliere un'ampia selezione di prodotti del FrecciaBistrò! 😊 Snack dolci e salati, panini e tramezzini, primi piatti caldi e freddi, bevande analcoliche e alcoliche. 😄 Praticamente tutto quello che trovi al bar, ma comodamente al tuo posto!"
Servizi e Comfort,Ristorazione,Trenitalia ha politiche di sostenibilità per la ristorazione?,"😊 Sì, e siamo molto orgogliosi del nostro impegno green! 😄 Utilizziamo bottiglie in plastica 100% riciclata (RPET), foodbox in carta 100% riciclata con marchio FSC, e abbiamo accordi per evitare sprechi alimentari. 🙂 Stiamo lavorando costantemente per integrare principi dell'economia circolare!"
Servizi e Comfort,Ristorazione,Fate qualcosa per ridurre gli sprechi alimentari?,😊 Assolutamente! Abbiamo accordi con Onlus per ridurre gli sprechi alimentari. 😄 Il cibo in eccesso ma ancora adatto al consumo non viene buttato - lo doniamo ad associazioni che lo distribuiscono alle persone più bisognose. 😌 È un modo concreto per fare la nostra parte verso la sostenibilità!
Servizi e Comfort,Ristorazione,Quanto costa prenotare l'Area Meeting?,"🙂 L'Area Meeting costa 30€ per l'uso esclusivo e deve essere acquistata insieme a un biglietto Business per lo stesso treno. 😊 La bella notizia è che se hai un biglietto Executive, puoi prenotarla gratuitamente! 🤔 Ricorda che non è disponibile per abbonamenti, carnet o offerte gruppi."
Servizi e Comfort,Ristorazione,Che tecnologie sono disponibili nell'Area Meeting?,😄 L'Area Meeting è super attrezzata per il lavoro! Hai a disposizione un monitor a colori da 32 pollici che puoi collegare al tuo computer e prese elettriche per tutti i dispositivi. 😊 È progettata per ottimizzare i tempi di viaggio e garantirti la massima privacy durante le riunioni!
Servizi e Comfort,Ristorazione,Su quali treni è disponibile l'Area Meeting?,"🙂 L'Area Meeting è disponibile sui treni Frecciarossa! Sui Frecciarossa 1000 hai 5 posti a disposizione, mentre sui Frecciarossa 500 ne hai 6. 😊 È un servizio esclusivo di questa categoria di treni ad alta velocità."
Servizi e Comfort,Ristorazione,Come posso ordinare cibo tramite FrecciaPLAY con Easy Bistrò?,"😊 È semplicissimo! Ordini direttamente dal portale FrecciaPLAY, scegli il tuo orario di consegna desiderato e ricevi aggiornamenti sullo stato dell'ordine tramite notifiche push. 🙂 Paghi direttamente al personale dedicato al momento della consegna. 😔 C'è una spesa minima di 5 euro per gli ordini tramite FrecciaPLAY."
Servizi e Comfort,Ristorazione,Su quali treni è disponibile il servizio Easy Bistrò?,😊 Il servizio Easy Bistrò è disponibile sui principali collegamenti Frecciarossa e Frecciargento. 🤔 Però attenzione: al momento l'ordine tramite FrecciaPLAY è possibile solo sui treni Frecciarossa. 🙂 Sui Frecciargento puoi comunque acquistare al passaggio del personale nelle carrozze!
Servizi e Comfort,Ristorazione,Chi gestiva la ristorazione a bordo dei treni negli anni '50?,"🤔 La ristorazione a bordo era gestita in collaborazione con la CIWL, la Compagnie Internationale des Wagons-Lits. 😊 Questa compagnia si occupava delle carrozze ristorante e dei vagoni letto sui principali treni internazionali e notturni italiani, riprendendo un servizio che era già stato sperimentato prima della guerra."
Servizi e Comfort,Ristorazione,Come hanno trasformato le ferrovie le abitudini alimentari degli italiani?,"😲 Le ferrovie hanno rivoluzionato completamente il modo di mangiare degli italiani! 😊 Permettevano l'approvvigionamento delle città con generi alimentari da molto lontano: il pesce fresco arrivava di notte con i treni dal sud fino ai mercati del nord, 🙂 e c'erano persino dei 'treni del latte' speciali che portavano latte fresco nelle città. Questo ha cambiato radicalmente le abitudini di consumo di tutta la popolazione!"
Servizi e Comfort,Parcheggi,In che modi posso prenotare un parcheggio FS Park?,"😊 Hai diverse opzioni comode! Puoi prenotare sul sito Trenitalia insieme al biglietto del treno, presso le biglietterie e agenzie di viaggio abilitate, 🙂 oppure se hai già il biglietto, puoi aggiungere il parcheggio fino alle 24:00 del giorno prima del viaggio nell'area 'Modifica Biglietto' del sito."
Servizi e Comfort,Parcheggi,Come faccio ad aggiungere il parcheggio se ho già comprato il biglietto del treno?,"🙂 È semplicissimo! Vai nell'area 'Modifica Biglietto' del sito Trenitalia, clicca su 'Aggiungi altri servizi' e scegli FS Park nella sezione 'Completa il tuo viaggio'. 😊 Ricorda che puoi farlo fino alle 24:00 del giorno precedente al viaggio!"
Servizi e Comfort,Parcheggi,Cosa ricevo dopo aver pagato la prenotazione del parcheggio?,😊 Dopo il pagamento riceverai il codice di prenotazione e il QR code necessario per accedere al parcheggio! 🙂 È importante che tu porti con te la ricevuta con il QR code per entrare e uscire.
Servizi e Comfort,Parcheggi,Come funziona l'accesso al parcheggio con il QR code?,"😊 È facilissimo! Per entrare, avvicina il QR code all'apposito lettore presente sulle colonne di ingresso. 🙂 Lo stesso QR code ti servirà anche per uscire e per pagare eventuali integrazioni alla cassa automatica se dovessi sostare più del previsto."
Servizi e Comfort,Parcheggi,Cos'è il tempo di cortesia nel parcheggio FS Park?,"😌 Il tempo di cortesia è un bel vantaggio! Hai 20 minuti di tolleranza in ingresso, quindi puoi arrivare prima dell'orario prenotato, 🙂 e 10 minuti in uscita se dovessi fare un po' di ritardo rispetto all'orario prenotato."
Servizi e Comfort,Parcheggi,Cosa succede se resto nel parcheggio più del tempo prenotato?,"😌 Nessun problema! Se sosti oltre il tempo di cortesia, puoi fare un'integrazione del pagamento secondo le tariffe in vigore. 😊 Non ci sono sovrapprezzi o penali, puoi pagare tramite la cassa automatica o altri sistemi presenti nel parcheggio."
Servizi e Comfort,Parcheggi,I clienti Executive di Frecciarossa hanno qualche vantaggio per i parcheggi?,"😄 Assolutamente sì! I clienti Executive possono prenotare e usufruire gratuitamente del parcheggio per un massimo di 48 ore consecutive! 🙂 Il servizio è disponibile in quattro parcheggi: Milano Centrale, Roma Termini, Napoli Centrale e Bologna Centrale."
Servizi e Comfort,Parcheggi,Quali sono i parcheggi gratuiti disponibili per i clienti Executive?,"😊 I clienti Executive possono usufruire gratuitamente di questi parcheggi: Milano Centrale CM7 in Via Ferrante Aporti, Roma Termini Piastra in Via Marsala 53, 🙂 Napoli Centrale P4 EX OCA in Corso Meridionale e Bologna Centrale P3 (con nome Executive) in Via Ernesto Maserati."
Servizi e Comfort,Parcheggi,Come posso richiedere il parcheggio gratuito se viaggio in Executive?,"😊 Puoi richiederlo al momento dell'acquisto del biglietto Executive oppure successivamente, associandolo a un PNR di un biglietto Executive già esistente. 🤔 Tieni presente che il numero di posti disponibili per questa gratuità è limitato!"
Servizi e Comfort,Parcheggi,Chi posso contattare se ho problemi con il parcheggio FS Park?,"😊 Hai diverse opzioni per l'assistenza! Puoi chiamare il numero 06 4486911 o scrivere a relazioniclienti@fspark.it. 🙂 Se sei già nel parcheggio e hai bisogno di aiuto, usa l'interfono presente su ogni colonna di ingresso, uscita o cassa automatica per contattare l'operatore."
Servizi e Comfort,Parcheggi,Come posso entrare nel parcheggio FS Park con la mia prenotazione?,"😊 È semplicissimo! Devi portare con te la ricevuta della prenotazione che contiene il QR code. 🙂 Per entrare, avvicina il QR code al lettore presente sulla colonna di ingresso del parcheggio. Lo stesso QR code ti servirà anche per uscire e per eventuali pagamenti integrativi!"
Servizi e Comfort,Parcheggi,Cosa devo fare se resto nel parcheggio più del tempo prenotato?,"😌 Nessun problema! Se sosti più del previsto, puoi semplicemente effettuare un'integrazione del pagamento secondo le tariffe esposte nel parcheggio. 😊 Non ci sono sovrapprezzi o penali, puoi pagare tramite la cassa automatica o altri sistemi di pagamento disponibili."
Servizi e Comfort,Parcheggi,Cosa posso fare se ho bisogno di assistenza nel parcheggio?,"😊 C'è sempre qualcuno pronto ad aiutarti! In caso di necessità o contrattempi, puoi contattare l'operatore tramite l'interfono presente su ogni colonna di ingresso e uscita. 🙂 Troverai l'interfono anche presso la cassa automatica per qualsiasi tipo di assistenza."
Servizi e Comfort,Parcheggi,"Ho modificato il biglietto del treno, come aggiorno la prenotazione del parcheggio?","🙂 Se hai modificato il biglietto Trenitalia e devi aggiornare anche la prenotazione FS Park, puoi cancellarla gratuitamente entro le 24:00 del giorno precedente. 😌 Vai nell'area Modifica Biglietto del sito, cancella la prenotazione parcheggio (attenzione a non annullare il biglietto del treno!) e fanne una nuova con le date e orari aggiornati."
Servizi e Comfort,Parcheggi,"Ho un dispositivo di telepedaggio, cosa devo fare prima di entrare nel parcheggio?","🤔 Ottima domanda! Prima di entrare nel parcheggio devi disattivare l'opzione 'Parcheggi' nella tua area riservata sul sito del gestore del telepedaggio. 😊 In alternativa, puoi schermare il dispositivo con l'apposito kit. Questo ti permetterà di usufruire della prenotazione ed evitare il duplice addebito!"
Servizi e Comfort,Parcheggi,Cosa succede se non disattivo il telepedaggio prima di entrare nel parcheggio FS Park?,"😔 Se non disattivi l'opzione 'Parcheggi' del telepedaggio o non lo schermi, rischieresti un duplice addebito! 🤔 Il sistema del telepedaggio potrebbe addebitarti il parcheggio oltre alla tua prenotazione FS Park. 😌 Per evitare questo inconveniente, ricordati sempre di disattivarlo o schermarlo prima di entrare."
Servizi e Comfort,Parcheggi,Dove si trova il parcheggio della stazione di Arezzo?,"😊 Il parcheggio della stazione di Arezzo si trova in Viale Piero della Francesca, 52100 Arezzo (AR). 🙂 È comodamente collegato alla stazione ferroviaria!"
Servizi e Comfort,Parcheggi,Qual è l'indirizzo del parcheggio di Bari Centrale?,"😊 Il parcheggio della stazione di Bari si trova in Corso Italia, 70123 Bari (BA). 🙂 È facilmente raggiungibile dal centro città!"
Servizi e Comfort,Parcheggi,A che ora apre e chiude il parcheggio di Bologna Centrale P1?,"😊 Il parcheggio Bologna Centrale P1 è accessibile dalle 5:30 alle 24:00. 🙂 Si trova in Via Giacomo Matteotti 5 oppure via Sebastiano Serlio, 40128 Bologna (BO)."
Servizi e Comfort,Parcheggi,Posso parcheggiare la mia moto nel parcheggio di Bologna Centrale P1?,"😔 Mi dispiace, ma nel parcheggio Bologna Centrale P1 c'è divieto di accesso per i motoveicoli. 🤔 Anche i veicoli alimentati a GPL non sono ammessi. 🙂 I posti prenotati si trovano esclusivamente ai piani interrati!"
Servizi e Comfort,Parcheggi,Dove posso trovare il parcheggio a Firenze Santa Maria Novella?,"😊 Il parcheggio di Firenze S. M. Novella si trova in Piazza Adua, 50123 Firenze FI. 🙂 È vicinissimo alla stazione principale di Firenze!"
Servizi e Comfort,Parcheggi,Che altezza massima hanno i parcheggi di Genova?,"🙂 I parcheggi di Genova Brignole e Genova Porta Principe hanno un'altezza massima di 2,20m. 😔 Inoltre c'è divieto di accesso per motoveicoli, bici e veicoli alimentati a GPL. 😊 Sono aperti dalle 5:00 alle 24:00!"
Servizi e Comfort,Parcheggi,Il parcheggio di Genova Brignole ha restrizioni particolari?,"🙂 Sì, il parcheggio di Genova Brignole in Via Edmondo De Amicis, 3 ha alcune restrizioni: 😊 accesso dalle 5:00 alle 24:00, altezza massima 2,20m. 😔 Non sono ammessi motoveicoli, bici e veicoli alimentati a GPL."
Servizi e Comfort,Parcheggi,A che ora chiude il parcheggio di Milano Centrale CM7?,"🙂 Il parcheggio Milano Centrale CM7 in Via Ferrante Aporti è aperto dalle 5:00 all'1:00 di notte! 😊 Ha un'altezza massima di 2,20m. 😔 Non sono ammessi motoveicoli, bici e veicoli alimentati a GPL."
Servizi e Comfort,Parcheggi,Dove si trova il parcheggio Milano Porta Garibaldi?,"😊 Il parcheggio di Milano Porta Garibaldi si trova in Piazza Sigmund Freud 1, 20154 Milano (MI). 🙂 È perfetto per chi deve prendere i treni da questa stazione!"
Servizi e Comfort,Parcheggi,Il parcheggio di Napoli Afragola è disponibile?,"😔 Mi dispiace, ma il parcheggio di Napoli Afragola in Via Arena, 80021 Afragola (NA) è temporaneamente sospeso alla vendita. 🤔 Ti consiglio di verificare gli altri parcheggi disponibili nella zona di Napoli!"
